doc_id,lemma,supersense,matched_verb,verb_type,sentence
crace1986,tail,noun.animal,enjoy,experience,"Are the odors of chemistry still as eloquent here as among bears and antelope , while we — our estrus lost as 69 CONTINENT surely as our tails — enjoy our tamed and liberated embraces , triggered by our hearts and not our tyrant vesicles , free and equal , donors and recipients of physical affection ? "" What of their men ?"
crace1986,acacia,noun.plant,lose,both,"The acacia which my uncles planted in their village at my birth ( its name in Siddilic signifies "" patience "" ) has almost lost its leaves ."
crace1986,gecko,noun.animal,join,agency,"My house gecko joins me , lying across my bare chest like a damp medallion ."
crace1986,moth,noun.animal,tell,experience,The moth is telling her fortune .
crace1986,animal,noun.animal,eat,agency,"What the animals did not eat became topsoil , loam ."
crace1986,root,noun.plant,eat,agency,"He and the woman delved in the softer earth for roots to eat and found silver , a plaything for the boys ."
brunner1969,lion,noun.animal,learn,agency,"Lions learn this as cubs and then ignore the practice , which is why baboons can cave them in ."
brunner1969,pup,noun.animal,do,agency,And all the pup did when we got it home was sit around snivelling and pee on the floor every half - hour .
brunner1969,bird,noun.animal,say,agency,""" "" That 's a good bargain , "" said the bird ."
brunner1969,bird,noun.animal,tell,experience,""" The bird told him that at a village near the sea , a day 's walk distant , a huge monster had come out of the water and caught two children and eaten them , and everyone had run away to hide in the bush ."
brunner1969,bird,noun.animal,say,agency,""" The bird said , "" If you are not afraid of the monster I will 8 Ibid ."
king1993,tree,noun.plant,see,experience,So that tree does n't see her .
king1993,Tree,noun.plant,say,agency,"You 're getting closer , says the Cedar Tree ."
king1993,apple,noun.plant,say,agency,"Your apples ! says First Woman , and she gives a nice red apple to Ahdamn . Yes , says that GOD , and that one waves his hands around ."
king1993,animal,noun.animal,leave,agency,All the animals leave the garden .
king1993,duck,noun.animal,say,agency,""" "" You following this , Jimmy ? "" "" Yes , ma'am . "" "" So this woman says that they could create some dry land , and the ducks , who are tired of swimming laps , say , ' Sure , let 's do that . '"
king1993,Kangaroos,noun.animal,say,agency,"Five dollars on Changing Woman , says those Kangaroos ."
king1993,cat,noun.animal,try,agency,"All the way through town , their voices had twisted and turned , sounding for all the world like cats trying to get out of a tin can ."
king1993,Trees,noun.plant,say,agency,"Wake up , wake up , says those Trees ."
king1993,horse,noun.animal,say,agency,""" "" And the horses , "" said Ishmael ."
king1993,tree,noun.plant,say,agency,Eeek ! says that Tree .
king1993,bush,noun.plant,say,agency,""" A burning bush ! "" says Coyote ."
clark1949,cat,noun.animal,do,agency,"He knows what a cat will do ; he knows what a deer will do , better than they know it them- selves ."
clark1949,deer,noun.animal,do,agency,"He knows what a cat will do ; he knows what a deer will do , better than they know it them- selves ."
clark1949,cat,noun.animal,think,agency,"65 No cat by now , he thought , if there 's any way out of the trap ."
clark1949,cat,noun.animal,do,agency,"Going in from the top , and for a moment felt what was as bad as fear , that Arthur , for all his dreamy hanging back , had made the better guess about what the cat would do ."
clark1949,bird,noun.animal,fear,experience,"There passed through his mind , quick and incomplete , like the bird fears again , many tales he 'd heard of the cunning and treachery of mountain lions ."
clark1949,horse,noun.animal,eat,agency,"Joe Sam was just standing there watching the horses eat , for all anybody could see ."
clark1949,jay,noun.animal,leave,agency,"The jays left a clear circle of snow around him , but they were angry because they had to do 169 it , and squabbled loudly with each other ."
clark1949,bush,noun.plant,resist,experience,"He began to strike harder , and to flare with rage when a bush resisted him too long ."
clark1949,coyote,noun.animal,see,experience,""" Burn the sheds , burn the house . Think what a light that 'd make for the coyotes to see ."
clark1949,Cats,noun.animal,see,experience,"He 'd hardly been thinking at all for a long time now , only watching , when all at once , like a warning from outside , as sharply as if somebody had called to him , he thought , Cats can see in the dark ."
clark1949,lion,noun.animal,see,experience,"Mountain lions can see in the dark , of course , he thought ."
clark1949,cat,noun.animal,see,experience,"But the cat could see him as well as ever , if it was in the right place ."
clark1949,branch,noun.plant,support,agency,"The limber branches would n't support 271 him very well , and the ones above kept pressing him down , so that he had to squirm among them at each whorl to dis- cover an opening through which he could get up to the next level ."
clark1949,tree,noun.plant,support,agency,He wondered if the tree would support him far enough up its tapering trunk to get out of the snow .
clark1949,cat,noun.animal,see,experience,And cats could see in the dark .
clark1949,cat,noun.animal,know,agency,"If the cat did n't know where he was now , it certainly would after that ."
clark1949,cat,noun.animal,do,agency,"He had to know exactly what the cat was doing outside , and the sniffing was all he had to guess by ."
clark1949,cat,noun.animal,know,agency,"Even if he managed to hold himself absolutely quiet , not a single muscle moving , not the faintest whimper escaping him — and that whim- pering could begin only too easily even then the cat would know ."
clark1949,cat,noun.animal,see,experience,"He was terribly alarmed for an instant , because he thought the wall had vanished , and the cat could see him too ."
clark1949,cat,noun.animal,try,agency,"Finally it occurred to him that there was practically no chance of an attack from below anyway , because the snow was too deep under the ledges and the slope so steep he did n't think the cat would try it ."
clark1949,cat,noun.animal,see,experience,The most important single fact in the world was again the fact that cats can see in the dark .
clark1949,cat,noun.animal,see,experience,He resented bitterly the fact that cats could see in the dark .
clark1949,panther,noun.animal,choose,both,The chase seemed to him to be going on forever and to be prolonged only because the panther did n't choose to end it .
clark1949,cat,noun.animal,think,agency,"The cat was thinking about him with the mind of Joe Sam , only he 'd been slow to recognize the look because it was in two eyes instead of just one ."
clark1949,horse,noun.animal,warn,agency,"The horses warned them before Harold had any other sign , by beginning to snort and try to turn against the reins , first to one side and then to the other ."
clark1949,critter,noun.animal,kill,agency,"The critter 's killed seven in all , now , and never been seen ."
clark1949,cat,noun.animal,leave,agency,"Then he went on in , seeing but not notic- ing the deep trail the cat had left ."
clark1949,cat,noun.animal,do,agency,"Joe Sam came beside him , and because he did n't want to hesitate in the old man 's presence , he gathered himself toward what he had to do , and then it was his own mind thinking , No cat ever did that to him ."
waters1966,animal,noun.animal,leave,agency,Wild animals left strange tracks in the yard .
waters1966,seal,noun.animal,say,agency,""" The seals and sea- lions at the zoo , "" said Turner quietly ."
melville1847,branch,noun.plant,afford,experience,"The branches of this curious tree afforded low perches , upon which the natives frequently squatted , after the fashion of their race , and smoked and gossiped by the hour ."
lopez1981,bird,noun.animal,do,agency,"The man asked , what other birds do this ?"
lopez1981,buffalo,noun.animal,leave,agency,As the snow got deeper the buffalo left the valley and began 33 WINTER COUNT to climb into the mountains .
lopez1981,buffalo,noun.animal,try,agency,The Arapaho said this was the first time the buffalo tried to show them how to climb out through the sky .
welch1974,cock,noun.animal,do,agency,It is difficult to tell what cocks will do when they grow old .
welch1974,bobcat,noun.animal,kill,agency,"The bobcat killed the big turkey , ” she said , then added quietly , as though Lame Bull might hear over the grinding of steel , as though Bird might hear over the sound of the bawling calf , as though the fish that were never in the river might hear : “ I killed Amos . ”"
welch1974,fish,noun.animal,see,experience,It is too muddy and the fish ca n't see your bait . ” ” “ Not likely .
welch1974,deer,noun.animal,change,agency,Even the deer ca n't change anything .
welch1974,game,noun.animal,refuse,both,We tried to hunt but the game refused to move .
welch1974,cow,noun.animal,continue,both,"Bird slipped once and almost went down , doing a strange dance , rolling quickly from side to side , but he regained his balance and continued to pull and the cow continued to come ."
silko1977,burro,noun.animal,leave,agency,"It got to the left side of the road that way and walked along steadily , only long enough to fool Harley , then the burro left the road entirely and completed the wide turn it had been engineering for almost half an hour ."
silko1977,animal,noun.animal,do,agency,Animals did not re- sist .
silko1977,deer,noun.animal,leave,agency,"In the old way of warfare , you could n't kill another human being in battle without knowing it , without seeing the result , because even a wounded deer that got up and ran again left great clots of lung blood or spilled guts on the ground ."
silko1977,antelope,noun.animal,do,agency,"These cattle were descendants of gen- erations of desert cattle , born in dry sand and scrubby mesquite , where they hunted water the way desert antelope did ."
silko1977,cow,noun.animal,see,experience,"They bolted down the ramp nimbly , and as each cow saw the open gate ahead , she lowered her head and snorted , racing out the opening ."
silko1977,tree,noun.plant,do,agency,"Robert left earlier , with the excuse that he had to chop wood or see how the little apple trees behind the house were doing ."
silko1977,animal,noun.animal,say,agency,"He never lost the feeling he had in his chest when she spoke those words , as she did each time she told them sto- ries ; and he still felt it was true , despite all they had taught him in school — that long long ago things had been different , and hu man beings could understand what the animals said , and once the Gambler had trapped the storm clouds on his mountaintop ."
silko1977,horse,noun.animal,do,agency,"Her left hind foot was flexed and resting on the toe , the way horses did when they had to stand in one place for a long time ."
silko1977,fly,noun.animal,do,agency,Since that time the people have been grateful for what the fly did for us .
silko1977,tree,noun.plant,lose,both,The cottonwood trees had not lost their familiar feeling with him .
silko1977,cattle,noun.animal,kill,agency,Did the cattle kill him - did I let the cattle kill him ?
silko1977,cattle,noun.animal,kill,agency,Did the cattle kill him - did I let the cattle kill him ?
silko1977,horse,noun.animal,try,agency,He got off the mare and loosened the cinch ; the horse tried to shake off sweat and 177 fatigue .
silko1977,animal,noun.animal,see,experience,"He could n't see the barrier to this trap , because it had been carefully built around a curve in the bank where the animals could not see it until after they had gone through the opening ."
silko1977,cow,noun.animal,see,experience,"And what about Romero 's yellow bull , he could hear Josiah say , winking when he said that ; but the speckled cows had not seen the yellow bull that way , at least not in the beginning ."
silko1977,cattle,noun.animal,do,agency,"He stood feeling the sun on his face the way the cattle did , until she turned and faced him ."
silko1977,horse,noun.animal,do,agency,"He worked his way down the side of the ridge , winding back and forth across the slope , the way horses did to keep their footing ."
silko1977,mule,noun.animal,eat,agency,Somewhere around there the first gray mule had eaten a poison weed and died ; the bones would be scattered in the tall grass around the windmill .
stewart1976,rat,noun.animal,prove,both,"Because of their crowding , and also probably because of the softened condition of the individ- uals , the rats proved universally susceptible , and soon were dying by thousands ."
stewart1976,dog,noun.animal,eat,agency,( Then he had a sudden feeling of tightness in the throat when he thought of things the dog might be eating . )
stewart1976,dog,noun.animal,tell,experience,"He made no effort to call it closer or to follow it ; after all , the dog could not tell him ."
stewart1976,dog,noun.animal,say,agency,"Obviously , the dog was saying , “ You have broken my heart ! ”"
stewart1976,sap,noun.plant,fail,both,"Deep within the camellias , the sap failed ; they would bear no buds next spring ."
stewart1976,tle,noun.animal,continue,both,"In the end , however , he had no doubt that the cattle and the wolves would strike off some unconscious balance and that the cat- tle , bereft of man , would continue to thrive ."
stewart1976,crow,noun.animal,leave,agency,Just beyond Flagstaff he came around a bend of the road and some distance ahead saw two crows leave something in the road and flap heavily away .
stewart1976,dog,noun.animal,continue,both,"The shepherd was gone , but by long habit the dogs were continuing their task , keeping the sheep together , maintaining them in the good pasture along the water of the stream , doubtless fighting off the marauders that came sniffing in the night ."
stewart1976,tree,noun.plant,change,agency,""" Perhaps , "" he thought , “ that fallen tree has changed the whole future course of human history ."
stewart1976,dog,noun.animal,manage,agency,"Evidently on rab- bits or calves or on whatever the pack might run down or find as carrion , the dogs were managing to get along ."
stewart1976,dog,noun.animal,do,agency,"Actually the dogs had done him no harm , and in- deed had not really even threatened him ."
stewart1976,ant,noun.animal,do,agency,"The area which the rats were occupy- ing was roughly the city , although they spread outward from the built - up area , covering somewhat larger an area than the ants had done ."
stewart1976,dog,noun.animal,kill,agency,"Probably the dogs had killed the cats as much as they had the rats , and so had eliminated the chief control ."
stewart1976,rat,noun.animal,offer,agency,"Ish kept Princess in the house mostly , although the rats had offered her no violence either ."
stewart1976,dog,noun.animal,kill,agency,"Though the dog might kill a dozen or fifty , in the end the mad , hunger - frenzied rodents must have gnawed through the skin and tendons until the dog collapsed ."
stewart1976,rat,noun.animal,do,agency,"Also , he knew , although he did not investigate , that the rats must have done a great deal toward removing the bodies of the human beings who had died in the original disaster ."
stewart1976,ape,noun.animal,think,agency,"Darwin- was n't that his name?—said that we all came from apes or monkeys or something , and I suppose apes and monkeys and things like that never thought much about the future ."
stewart1976,horse,noun.animal,do,agency,"“ Or dog - teams either ! "" "" Horses would do better , if we had some ! ”"
stewart1976,rodent,noun.animal,do,agency,"But the rodents could do nothing with glass or tin , and so the bot- tles and cans were undisturbed ."
stewart1976,dog,noun.animal,join,agency,"Then the team - dogs joined in the chorus , as they now came up the hill , and the boys joined him ."
stewart1976,grass,noun.plant,lose,both,"The grass on the hills lost its fresh greenness , and then seeded and turned brown ."
stewart1976,bird,noun.animal,eat,agency,Birds eat things too .
stewart1976,leopard,noun.animal,change,agency,"“ Yes , ” he thought , again shaping words , "" a leopard ca n't change its spots , and I 'll always be a worrier , even though I 've lived with Em for twenty - two years ."
stewart1976,squirrel,noun.animal,see,experience,"Also six weeks after the winter solstice , they talked about Ground - squirrel Day and whether the squirrel could see THE YEAR 22 275 his shadow , for there were no ground - hogs in this area and they had substituted the ground - squirrel instead ."
stewart1976,lion,noun.animal,see,experience,"Perhaps it was because there were no more rifles being used , or perhaps it was because there were so few men that a lion rarely saw one and could not realize how dangerous these not very dangerous - looking crea- tures could be ."
wongar1987,plant,noun.plant,help,agency,"I had perpetual diarrhea and wished the plants could help me , though none was in sight ."
wongar1987,plant,noun.plant,cure,agency,"I went to sleep thinking that if I were in the bush the plants would indeed cure me , for I 1C xi had learned before that , in the hands of a good tribal healer , man is seldom left to suffer ."
wongar1987,ant,noun.animal,learn,agency,"The place was a ghostly dim hall , and the acrid smell of stale tobacco lingered in the stagnant air , but the ant had learned not to be choosy about the place in which he must live ."
wongar1987,ant,noun.animal,achieve,agency,"It was not difficult to join the paper fragments to make a cone - shaped shelter , but much silken thread was needed to bind the pieces and to reinforce the structure , and there is a limit to what a lone worker - ant can achieve , unaided ."
wongar1987,ant,noun.animal,suspect,agency,"In a wastepaper basket on the floor , Gabo Djara found the remains of a рер- pery sandwich , but the crumbs exuded such a peculiar odor that the ant suspected the whites of having set a trap to poi- son him ."
wongar1987,ant,noun.animal,see,experience,A picture of the man the ant had seen earlier on the cover of the book hung on the wall with large gilded lettering : P. RECLUSE- HE MADE THE MIRACLE POSSIBLE .
wongar1987,ant,noun.animal,see,experience,He had a picture of that serene white woman whom the ant had seen lately in the book drawn on the surface of the rock with a piece of charcoal .
wongar1987,ant,noun.animal,see,experience,"The ant had seen them often clapping bilma sticks against boomerangs to plead to him and other spirits ' ancestors that no man should be left to suffer unduly , even one whose skin looked different ."
wongar1987,moth,noun.animal,do,agency,"Chubby , looking closely at her mink , held that his corporation could not accept responsibility for what the moth could do to someone 's wardrobe , but suggested if the matter was handled discreetly , there could be some amicable settlement ."
wongar1987,tree,noun.plant,know,agency,"Scattered boulders lie about but there are bushes perching on them , for trees know how to get on with the rocks ."
wongar1987,tree,noun.plant,learn,agency,"Trees grow often from the side of rocks and hug their roots around boulders to hold on ; it matters little if the rock is uranium , and there is enough of that stuff around to mess a whole world - trees have long learned to handle that ."
wongar1987,plant,noun.plant,see,experience,"17 I , too , shall be branching out from the side of a rock , though a friend of mine thinks that no soul has ever died of radioactivity out here : "" Plants have seen to it . """
wongar1987,creature,noun.animal,resist,experience,"Gabo Djara snatched only a mouthful before setting out to collect more food while the opportunity presented itself , and on his second try he passed the Queen 's glass from which rose a strong , sweet , tempting smell that no crawling creature could resist ."
wongar1987,tree,noun.plant,heal,agency,Trees can heal even when science fails and you are cast out to die beneath a rock shelter like a mangy dog .
wongar1987,plant,noun.plant,cure,agency,"He , too , believes the plants can cure where science has failed ."
wongar1987,tree,noun.plant,survive,both,"In Namanama the trees have survived many storms , emerged from wild floods , and survived the longest drought the land has known - the food never tasted better ."
wongar1987,beast,noun.animal,eat,agency,"As it made its way inland , the beast ate a string of low sandhills and wallowed about turning the ground into swamps - the kind of place they like ."
wongar1987,ant,noun.animal,see,experience,"The ant had seen some of the traps and had heard of many others , but doubted that Specs and his man had mastered a device to track the spirit ."
wongar1987,ant,noun.animal,discover,both,"The ant discovered a peep- hole cleverly disguised as a crack in the paint at the top of the cabinet and , by peeping through , he saw two computers ; the machines were working busily processing notes on the files ."
wongar1987,ant,noun.animal,see,experience,", the ant suddenly saw , on the back of the screen , an X ray of himself clawing desperately at a chip ; even his brain was showing as it slowly functioned ."
wongar1987,ant,noun.animal,know,agency,Gabo Djara wondered if the fire been lit deliberately or was an accident - it mattered little ; the ant knew that if he ran from danger some trap even more terrifying lay set for him ... somewhere .
wongar1987,reptile,noun.animal,leave,agency,Jogu assumes that the intruder must have killed a snake and carried it tacked under his waist belt — the hanging reptile had left a trail over sandy ground .
wongar1987,ant,noun.animal,see,experience,"Confined as he was beneath a bell of fine insect - proof mesh originally designed to serve as a food cover , the ant could see and hear but could not escape ... except . . ."
wongar1987,ant,noun.animal,try,agency,"Reminding himself that he was on trial , the ant tried to move a bit closer , if not to crawl into the judge 's wig , then at least to be close enough to hear some of the words whispering in his ear , when one of his feelers began to itch ."
wongar1987,ant,noun.animal,remember,both,"As he crawled , the ant remembered that Marngit was told once by Sister Alba that according to the whites , the world had risen from darkness and it would plummet into it again if the hu- mans did not remain grateful ."
wongar1987,ant,noun.animal,assume,both,The ant assumed that the mis- sionary woman would still be about and wondered where she would go after the bush had been plundered .
wongar1987,ant,noun.animal,tell,experience,"I have to look for the Sister , the ant told himself ."
wongar1987,ant,noun.animal,tell,experience,"It is near Jangana Cave , the ant told himself ."
wongar1987,dingo,noun.animal,suffer,experience,"According to Sir Rock - Pile , the dingo suffered from a little - known disease , almost as fatal as rabies , and as it had been in contact with tribal people it had passed the sick- ness on to humans ."
wongar1987,ant,noun.animal,understand,both,"Gabo Djara heard Sir Rock - Pile inform the crowd that the mountain would be producing some of the finest "" yellow cake , "" which the ant understood to be damper baked from ground stone ."
wongar1987,ant,noun.animal,remember,both,In country of gabo djara man hugs boulders -men harvest gum leaves ancestral blood makes soul grow again By the time the ant remembered the traditional chant the bids had doubled .
wongar1987,ant,noun.animal,do,agency,"It was expected that the white man would recover from the curse and in due course would take his place among others having two more trees in the bush , or two more ants , 70 for that matter , would do no harm to Namanama ."
wongar1987,ant,noun.animal,tell,experience,What was ex- pected of him the ant could not tell .
wongar1987,ant,noun.animal,imagine,experience,"The table , a daunting objective , but promising the best vantage point over not only the room , but probably the whole world , was not as satisfac- tory as the ant had imagined ."
wongar1987,ant,noun.animal,see,experience,"Even though he was clinging upside down to the paper , it was still possible for the ant to see a slice of the picture ; behind the billabong the large boulder guarding the cave 's entrance had been blasted away ."
wongar1987,ant,noun.animal,plan,agency,"Though he could not yet tell if there was anything edible around , if he should find even a speck of fungus or a fragment of lichen , the ant planned to try to tunnel with it , under the bell ."
wongar1987,plant,noun.plant,help,agency,"She mentioned , however , that as the balanda wanted to turn into rock , plants could seldom help ."
wongar1987,ant,noun.animal,assume,both,"Still in his hide- out , the ant assumed that the balanda talked of the white man 's God only , perhaps the same God as Sister Alba had talked about when she first arrived at Namanama ."
wongar1987,ant,noun.animal,tell,experience,"By climbing on something — the ant could not tell what , but it was slightly warm - he could see through a tiny crack in the box , the screen and its field of dark sky ."
wongar1987,ant,noun.animal,remember,both,"Gabo Djara was repelled both by the smell of the stale air and the feeling that he was shut in a box ; it was too dark to see the walls , but the strange odor of sweating concrete and damp earth suggested they were not far apart , and though there must have been a door through which he had been thrown , the ant could remember nothing of it ."
wongar1987,ant,noun.animal,realize,agency,Only after the dingo appeared on the screen again did the ant realize that in his mouth he carried away the headdress of Sheik $ -i .
wongar1987,ant,noun.animal,tell,experience,"She gave him a good pat and told him to fetch something that she threw a stone or a piece of wood , the ant could not tell ."
wongar1987,ant,noun.animal,remember,both,The ant remembered the sound from his earlier visit and drew back his feelers to shield them from the irritating noise .
wongar1987,leave,noun.plant,lose,both,""" "" "" Looking through the window , Gabo Djara noticed that the leaves on the rose bush had suddenly lost their green color and were covered with dark spots , and some were falling off ."
wongar1987,ant,noun.animal,remember,both,"The ant remembered the Sister telling Marngit once that if the whites freed dal from the rocks and used the power unwisely , there would be no green plants seen ever again ."
wongar1987,ant,noun.animal,see,experience,""" A shadow cast on the floor appeared first , and a moment later , the ant saw dodoro , pigeon , under the table shyly picking crumbs before fluttering quickly away with her prize ."
wongar1987,ant,noun.animal,try,agency,"Which girl had the pigeon for her totem , the one who married Re- cluse or the other who tried to heal Yudu from the Rot ? — the ant tried to remember ."
wongar1987,ant,noun.animal,tell,experience,"The pigeon held something in its beak , but as his view was blocked by the man 's shoulder , the ant could not tell what this might be unless he found a better vantage point ."
wongar1987,plant,noun.plant,do,agency,"One turns into a boulder and waits to be reborn , just as plants do from a seed ; the other part returns to the Land of the Dead to join the tribal ancestors , and thus the human seed will never be lost ."
wongar1987,dingo,noun.animal,try,agency,"Next to him sat Waran , the dingo tried to chant , too , but made only some throbbing noise and , not happy with the sound , turned to howling .."
wongar1987,ant,noun.animal,see,experience,"However , the ant could not see much of the place now - the billabong , long dry , had a crusty surface of hardened mud ."
wongar1987,plant,noun.plant,cure,agency,"Marngit told me that I , too , am to be taken into the Green Ant clan , and now that the plants are curing me I should make the bush my home ."
wongar1987,tree,noun.plant,do,agency,"My wife held that if a man dreams about the tribal ancestor , he is not to talk to others and has to remain silent just as a tree would do ."
wongar1987,tree,noun.plant,tell,experience,"Man could easily be lost in the bush , in mangroves especially , if the trees do not tell him the way out ."
wongar1987,bush,noun.plant,cure,agency,Later that night I thought that Djarudu must be aware that her husband had no faith in the plants and that he may never come to think that the bush might cure him of the Rot .
wongar1987,ant,noun.animal,realize,agency,"The good nagigid could creep in without shadow or sound , carrying both of his spears , though the ant realized that spears alone might not be able to fetch him out ."
wongar1987,ant,noun.animal,try,agency,"The ant tried to hold on , but presently he , too , tumbled ."
wongar1987,monster,noun.animal,eat,agency,The ant reminded himself that monsters had eaten the tribal land be- fore but none had filled his belly with loot and got away with it .
wongar1987,bark,noun.plant,kill,agency,"She believed that bark , leaves , and the fruit of lharang which our women used to prevent them from becoming preg- nant killed unborn children and that is a sin ."
wongar1987,fruit,noun.plant,kill,agency,"She believed that bark , leaves , and the fruit of lharang which our women used to prevent them from becoming preg- nant killed unborn children and that is a sin ."
wongar1987,bush,noun.plant,exist,both,"When she complained to Marngit about the tribal woman using lharang , the healer explained that the bush existed long before the mountains ."
wongar1987,ant,noun.animal,realize,agency,"The ant realized that whatever horror this incident might bring , it could hardly be more painful than those previously encountered , so he stayed ."
wongar1987,tree,noun.plant,see,experience,""" No tribes have ever fought one an- other - the tree of peace has seen to that . """
wongar1987,ant,noun.animal,know,agency,"If he should tumble to the ground , the ant knew he would perish under the heels of so many boots ."
wongar1987,ant,noun.animal,tell,experience,"If balanda had thoughts of making Jingana billabong , they had gone the wrong way about it , the ant told himself ."
wongar1987,ant,noun.animal,try,agency,"Dumped on a lonely road and struggling to catch his breath , the ant tried to stretch out his feelers but both felt numb ."
wongar1987,ant,noun.animal,fear,experience,The ant feared that he might have drifted into some land where plants had long forgotten how to grow .
wongar1987,plant,noun.plant,forget,agency,The ant feared that he might have drifted into some land where plants had long forgotten how to grow .
wongar1987,ant,noun.animal,remember,both,"Life could hardly become worse ; the ant could not remember his last meal , and his long tumble through the storm had shaken any remaining fragments from his crop ."
wongar1987,ant,noun.animal,fear,experience,"The warrior who sounded stern but not so harsh as the ant had feared , appeared to be neither white nor black ."
wongar1987,ant,noun.animal,see,experience,The 167 ant still saw Sir Rock - Pile sitting on the mushroom cloud that he imagined was an immense willy - willy risen from the dust- shrouded land .
wongar1987,ant,noun.animal,realize,agency,"There was not to be a fire , however , for the ant soon realized that the stump was not wood but a dingo ."
wongar1987,animal,noun.animal,know,agency,Genghis Khan hoped that an animal coming from the wild would know how to track well ...
wongar1987,ant,noun.animal,see,experience,The ant saw Sir Rock - Pile again 169 sitting on the willy - willy cloud ; next to him sat a man dressed in military fatigues .
wongar1987,ant,noun.animal,see,experience,"Look- ing toward the horizon , the ant again saw two white men on top of the willy - willy , though they appeared closer now , and the general could be heard telling Sir Rock - Pile that stars are made of boulders ."
wongar1987,ant,noun.animal,realize,agency,The ant realized that the whole scene was mirrored on the wall from some unknown distance and as it drifted off it took away both of his friends .
wongar1987,ant,noun.animal,try,agency,"The ant tried to free himself but , losing hope , he soon swung back to reach shelter in a depression between the heel and the sole ."
wongar1987,ant,noun.animal,enjoy,experience,"Though out of reach of the food , the ant enjoyed a good view from the egg cup and the air carried such a strong scent of fried bacon that it was nearly a meal in itself ."
wongar1987,bird,noun.animal,know,agency,"A tempting crumb , lightly tinged with the oxide color of yellow cake , smelled of Nama- nama rocks now pounded into dust , and birds know better than humans - they do not eat boulders - so there was no sense in dragging that to the pigeon . 192 Diridiri still lingered in the Good Lady 's mind ."
wongar1987,ant,noun.animal,tell,experience,"The trees have a much longer memory than humans ; they will never forget how to grow , the ant told himself as he tried once more to hear Dodoro and Marngit calling for rain ."
wongar1987,ant,noun.animal,see,experience,Above them loomed an enlarged picture of a bearded man which the ant had seen before on the packs of gelignite when the whites had first arrived at Namanama .
wongar1987,ant,noun.animal,learn,agency,"The ant had learned that the bearded man 's name was Nobel and , as he mentioned him frequently , it sounded as though Specs was pleading to be accepted as a new laureate ."
wongar1987,ant,noun.animal,experience,experience,"The ant had never before experienced anything so soft , and immediately wary , he tried to force one of his feelers into action in case the pleasure concealed a trap ."
wongar1987,ant,noun.animal,tell,experience,"Why the balanda had tried to pass him off as his father , the ant could not tell ."
wongar1987,ant,noun.animal,know,agency,"Gabo Djara 's crop had held no food for many days and the shrinking green body sagged , and though he was embarrassed to present himself in such a hum- ble state , the ant knew that to appear in better condition would be dishonest ."
wongar1987,ant,noun.animal,try,agency,"In the bottom of the flask lay a cluster of stiff bodies and , clinging to the corpses , the ant tried to crawl underneath , wondering as he did so if Marngit might be there , or perhaps in one of the other bottles ?"
wongar1987,ant,noun.animal,try,agency,The ant tried to remember .
wongar1987,ant,noun.animal,see,experience,"The gallery op- 228 posite was filled with faces that the ant had seen once before , and these , too , were quite still ."
wongar1987,ant,noun.animal,tell,experience,"The Queen , her face partly hidden behind her veil , looked exhausted , though the ant could not tell if this was from sobbing or from the strain of the march ."
wongar1987,ant,noun.animal,tell,experience,"There it is — the burial place , the ant told himself ."
wongar1987,ant,noun.animal,refuse,both,"Now , however , before the ant could refuse , the loose uniform was put on , and he was pushed inside the chamber which at first seemed to be a baking oven ."
wongar1987,dingo,noun.animal,cause,agency,"Yudu was assured that the plant was safe and sound and that no dingo , whether a phantom or real , could cause any harm ."
bruchac1993,animal,noun.animal,exist,both,"Great predatory animals like the cave bear , the sabre - toothed lion , the dire wolf , and even the elephant- like woolly mammoth existed in North America until shortly after that last glaciation ."
bruchac1993,deer,noun.animal,see,experience,"Though he could not look into both of them , for the deer is like the rabbit seeing toward the sides , not to the front like such hunters as men and wolves , it seemed as if all the deer could see was him ."
bruchac1993,hawk,noun.animal,eat,agency,A hawk would not eat the head .
bruchac1993,fox,noun.animal,do,agency,A grey fox had done that after chasing away the hawk .
bruchac1993,leave,noun.plant,change,agency,The leaves are changing colors .
bruchac1993,animal,noun.animal,accept,both,"He had made it of springy ironwood , and he had carved the counterweight stone into a 31 DAWN LAND beautiful shape so that the hunted animal would accept its death offering ."
bruchac1993,dog,noun.animal,do,agency,"With a little whine , the big dog did so , rolling over onto its back and showing its throat , its front paws held up to its chest like a puppy ."
bruchac1993,dog,noun.animal,marry,agency,"Long ago , dogs and people even married each other ."
bruchac1993,bird,noun.animal,continue,both,"A bird fluttered in his stomach , but he continued to play , trying to make his music as sweet as ripe berries ."
bruchac1993,tree,noun.plant,say,agency,"Take me , the tree said ."
bruchac1993,bear,noun.animal,continue,both,"He quickly climbed higher , as the great bear continued to strike at the tree , clawing to reach him ."
bruchac1993,dog,noun.animal,say,agency,""" Our man treats us well , "" his dogs said ."
bruchac1993,dog,noun.animal,say,agency,""" "" Ah - hah , "" said the other man 's dog ."
bruchac1993,animal,noun.animal,see,experience,Young Hunter wondered what that cloud animal saw during its brief life .
bruchac1993,animal,noun.animal,know,agency,"It had been left when some fierce animal , no one knew what kind , had killed his parents as they slept in their solitary hunting lodge in the northernmost part of their watershed ."
bruchac1993,Tail,noun.animal,do,agency,"There were more things that Weasel Tail did that day as the boys followed him , watching ."
bruchac1993,fox,noun.animal,try,agency,The warmth of his palm made the bark move and twist as if the fox were trying to walk .
