doc_id,lemma,supersense,matched_verb,verb_type,sentence
bruchac1993,dog,noun.animal,join,agency,Then Young Hunter turned and walked to the edge of the village where his dogs joined him .
bruchac1993,root,noun.plant,cure,agency,"Under the taller trees were many of the Strong Medicine Plant , the five - leafed one whose roots cured many things , giving strength to anyone who needed it ."
bruchac1993,dog,noun.animal,kill,agency,"Together , the four dogs could kill even a full - grown bear ."
bruchac1993,dog,noun.animal,say,agency,""" My friend , "" the dog said , "" I will tell you what we must do . '"
bruchac1993,dog,noun.animal,continue,both,"“ Kitchi nidoba , my great friend , "" the dog continued , “ the fierce beast is close behind us ."
bruchac1993,beast,noun.animal,kill,agency,"If you stay here , the fierce beast will certainly kill you ."
bruchac1993,dog,noun.animal,heal,agency,Young Hunter knew that often a dog could heal its own wounds just by licking them .
bruchac1993,dog,noun.animal,think,agency,"Dogs , Weasel Tail thought ."
theroux1982,bird,noun.animal,know,agency,"It made sense to put scarecrows up at night , so the birds would not know ."
theroux1982,dog,noun.animal,eat,agency,The dog had eaten his way under a rugflap of skin .
theroux1982,dog,noun.animal,eat,agency,"Jerry said , “ We saw a dead cow , "" and told Father how a dog had been eating it by the roadside , watched by vultures "" with beaks like potato peelers . """
theroux1982,root,noun.plant,say,agency,"She was firm like him and would not listen and was n't happy unless she was directing op- erations . - There was a certain fanlike plant here that was edible , Alice said — the roots of it ."
theroux1982,bird,noun.animal,alert,experience,"A great uprush of them , big and small , shook the branches overhead , and these birds alerted the roosting birds , which took off like turkeys from the treetops ."
theroux1982,treetop,noun.plant,continue,both,""" The treetops beneath us continued to the horizon , and the unbro- ken greenness gave it such a strong suggestion of depth that it hardly looked like forest at all ."
theroux1982,snake,noun.animal,eat,agency,"One day , in a trap , we saw a snake eating another snake - half of it choked down his throat and both snakes thrashing their tails ."
theroux1982,ant,noun.animal,say,agency,""" "" That is what the ants say ."
theroux1982,lizard,noun.animal,leave,agency,"Lizards left their marks all over the bank , like bars on sheet music , with little noteprints above and below the lines of their tails ."
hoeg1996,plant,noun.plant,try,agency,"Even in the examination room , which is painted like a living room , they 've brought in couple of floor lamps , and a green plant is trying to hold its own ."
hoeg1996,bird,noun.animal,kill,agency,"So many birds killed , 29 cooked in clay , and eaten ; so many that I could n't remember them all ."
hoeg1996,brontosaurus,noun.animal,regard,agency,""" Professor Loyen ... "" He pronounces the name with the interest and armed respect with which one brontosaurus has always regarded another ."
hoeg1996,dog,noun.animal,manage,agency,"The dog manages to get his front paws in , but the man has to shove him the rest of the way ."
hoeg1996,blubber,noun.animal,eat,agency,"The pink , slightly frothy whale blubber eaten from a communal platter ."
hoeg1996,animal,noun.animal,know,agency,"A wild animal that has existed for only twenty thousand years , and in that time has known 206 only two types of mammals : its own species and its prey , the food ."
hoeg1996,dog,noun.animal,leave,agency,I have a fair hope that tonight the dog will leave me in peace .
hoeg1996,flea,noun.animal,suffer,experience,Apparently neither the water flea nor the mammal suffers any harm from it .
hoeg1996,worm,noun.animal,develop,agency,"The Guinea worm has developed along with human beings , perhaps over the past million years ."
hoeg1996,parasite,noun.animal,kill,agency,This is one of the primary rules of nature 's delicate balance : A good parasite does not kill its host .
hoeg1996,larva,noun.animal,adapt,agency,But he found out that the larva had adapted to the human immune system .
hoeg1996,parasite,noun.animal,adapt,agency,The parasite adapts to every single one .
guthrie1947,beak,noun.animal,do,agency,"The other foot moved , and then the first , while the beak did its tiny beat ."
guthrie1947,dog,noun.animal,try,agency,"He felt , rather than saw , the man standing outside the door , looking down across the river , standing there quiet and watchful , prying at the night with his eyes while the dog tried to tell him what he knew ."
guthrie1947,cat,noun.animal,see,experience,""" The cats , ” he said , "" I did not see them go . """
guthrie1947,sheep,noun.animal,say,agency,""" Rocky Mountain sheep , "" said Summers ."
guthrie1947,wolf,noun.animal,leave,agency,"Yellow , red , and white along the shores , and flashings like the mirrored sun and , above and beyond , the prairie , the so - big plains rolling on , yellow and dry now so that even the single wolf left a slow trail of dust ."
guthrie1947,horse,noun.animal,eat,agency,""" Horses eat enough bark to keep one of them there steamboats going ."
guthrie1947,beaver,noun.animal,leave,agency,There were beaver left all right .
guthrie1947,buffalo,noun.animal,leave,agency,"The cloud that the buffalo had left was sinking , and at the tail end of it Jim could see horsemen coming through ."
guthrie1947,Beaver,noun.animal,say,agency,""" Beaver and otter , "" Jim said to Boone ."
guthrie1947,fly,noun.animal,know,agency,How did a fly know when a critter was dead ?
guthrie1947,fly,noun.animal,know,agency,Could a fly know when a man was going to be meat and to lie for the wolves and worms and the quick gray bugs that worked deep in the stink ?
guthrie1947,rabbit,noun.animal,leave,agency,Even the running rabbit left puffs of it behind him .
guthrie1947,mouse,noun.animal,leave,agency,"There was hardly a track in the snow , except now and then for the skittery print a mouse had left ."
guthrie1947,frog,noun.animal,try,agency,"The sun lay warm and the air soft , and by night the frogs tried their voices ."
guthrie1947,goat,noun.animal,save,agency,""" Rock goats saved us once ."
guthrie1947,katydid,noun.animal,join,agency,"It would n't be so long until the katydids joined in , grieving because summer was going ."
guthrie1947,bird,noun.animal,know,agency,""" "" A bird do n't know about that ."
brautigan1967,trout,noun.animal,lose,both,The next page was 1893 and the totals were 33 trips and 480 trout lost for an average of 14.5 trout lost each trip .
brautigan1967,deer,noun.animal,leave,agency,""" We only have three deer left , "" he said ."
delillo1985,animal,noun.animal,commit,both,"Heinrich said to someone on the phone , “ Animals commit incest all the time ."
delillo1985,animal,noun.animal,know,agency,"No sense of the irony of human existence , that we are the highest form of life on earth and yet ineffably sad because we know what no other animal knows , that we must die ."
delillo1985,rat,noun.animal,cause,agency,These videotaped rats . ' “ What does it cause ? ” “ The movie was n't sure what it does to humans .
delillo1985,dog,noun.animal,do,agency,“ That 's what their dog does .
delillo1985,snake,noun.animal,know,agency,These snakes do n't know you find death inconceivable .
delillo1985,mamba,noun.animal,happen,agency,The mamba happens to be the fastest - moving land snake a а 267 in the world .
melville1846,elm,noun.plant,do,agency,"The bread - fruit tree , in its glorious prime , is a grand and towering object , forming the same feature in a Marquesan land scape that the patriarchal elm does in New - England scenery ."
melville1846,tree,noun.plant,fail,both,"Were it not that the bread - fruit is thus capable of being pre served for a length of time , the natives might be reduced to a "" state of starvation ; for owing to some unknown cause the trees sometimes fail to bear fruit ; and on such occasions the islanders chiefly depend upon the supplies they have been enabled to store away ."
melville1846,fruit,noun.plant,serve,agency,"a small cake of "" Amar , "" or a mess of "" Cokoo , "" two or three bananas , or a Mawmee apple ; an annuee , or some other agree able and nutritious fruit served from day to day to diversify the meal , which was finished by tossing off the liquid contents of a young cocoa - nut or two ."
melville1846,harem,noun.plant,render,agency,"Turkish seraglio , and the harem rendered the abode of bearded men ; or conceive some beautiful woman in our own country run ning distracted at the sight of her numerous lovers murdering one another before her eyes , out of jealousy for the unequal distribu tion of her favors !"
melville1846,hen,noun.animal,leave,agency,"Having heard that there were a considera ble number of fowls in the valley the progeny of some cocks and hens accidentally left there by an English vessel , and which , being strictly tabooed , flew about almost in a wild state he de termined to break through all restraints , and be the death of them ."
head1969,plant,noun.plant,exist,both,You just could not see beyond tradition and its safety to the amazing truth you were starving — and that tough little plants existed that were easy to grow and well able to stand up to rigorous conditions and could provide you with food .
head1969,tree,noun.plant,forget,agency,Those trees - he had forgotten to enlighten Ma- khaya on the full meaning of the life of the thorn scrub .
head1969,tree,noun.plant,forget,agency,Those trees - he had forgotten to enlighten Ma- khaya on the full meaning of the life of the thorn scrub .
head1969,goat,noun.animal,destroy,both,Much of north- ern Africa is desert today because the goats destroyed the thorn- bush .
head1969,cattle,noun.animal,eat,agency,"Now , nodding their heads they slowly absorbed a new truth : if cattle ate bone dry grass for ten months , a day would arrive when all cattle would drop down dead ."
head1969,beast,noun.animal,leave,agency,"The one thought in each man 's mind had been to hasten home , even if he only had one beast left ."
head1969,bird,noun.animal,know,agency,"But whatever their deliberations , they were fearless and proud , for these mean , fierce birds knew that they were always the last visitors on a stricken part of the earth ."
varley1984-2,animal,noun.animal,do,agency,She was n't going to let these animals do her dirty work for her .
varley1984-2,rat,noun.animal,do,agency,""" And what would you expect rats to do ? ”"
varley1984-2,elephant,noun.animal,fail,both,One elephant failed to get out of her way in time .
varley1984-2,plant,noun.plant,continue,both,"For whatever reason , plants continued a to grow , water flowed , and air circulated ."
varley1984-2,snake,noun.animal,manage,agency,"The chest wanted to fly apart , but the silvery snakes that threaded the thing 's body somehow managed to hold it together ."
varley1984-2,female,noun.animal,produce,agency,The female produces a semi - fertilized egg .
varley1984-2,gnat,noun.animal,destroy,both,Great brows beetled as she watched the deadly gnat destroy everything around her .
varley1984-2,deathsnake,noun.animal,eat,agency,"The problem was that , in death , the cartilage rotted , and the deathsnakes ate it ."
varley1984-2,snake,noun.animal,remember,both,"And in that moment of touching , Robin somehow knew the snake remembered her ."
varley1984-2,sandworm,noun.animal,do,agency,"When that schizo Mnemosyne slipped off the deep end and started blubbering in her beer , boo - hoo - hoo , about what that lousy sandworm was doing to her stinking forests , did he lose faith in Gaea ?"
varley1984-2,bird,noun.animal,tell,experience,a little bird told me they 're going to run into trouble that has nothing to do with you .
traven1938,buzzard,noun.animal,leave,agency,The buzzards wo n't leave anything of me that could be identified .
traven1938,sheep,noun.animal,do,agency,Back home I bleat exactly as do all the other sheep .
gish1994,predator,noun.animal,do,agency,"For many ranchers in the West , admittedly , coyotes pose a problem — as do all “ predators . ”"
gish1994,cottonwood,noun.plant,know,agency,And cottonwood knew of Raven 's restlessness .
gish1994,dog,noun.animal,eat,agency,"And knowing that you are a male , Coyote , those dogs would just as soon eat you for breakfast as you would gobble down a nest of our children or a couple of our plump parents ."
stadler1971,mouse,noun.animal,survive,both,""" Well , what about the foxes that 'll need those mice to survive ?"
stadler1971,tree,noun.plant,say,agency,""" "" No , I would rather be as I am , "" said the fair young wil- lowy tree ."
stadler1971,tree,noun.plant,say,agency,"“ And I do n't think that so very funny either ! "" said the fair young willowy tree ."
stadler1971,tree,noun.plant,lose,both,"Sharp winter came harrying the world , and the fair young willowy tree lost her leaves again ; they flew away from her"
stadler1971,bird,noun.animal,do,agency,"And like people who , apprehensive of death before their time , drive themselves to work or folly , the birds do likewise ; tomorrow we shall die ."
stadler1971,gull,noun.animal,do,agency,What are the gulls doing ?
stadler1971,bird,noun.animal,gain,agency,"The bodies would have to be clawed at , pecked and dragged aside before the living birds gained purchase on the sills and attacked the panes ."
stadler1971,bird,noun.animal,try,agency,Any bird but the dove would try to do something .
stadler1971,dove,noun.animal,try,agency,Any bird but the dove would try to do something .
stadler1971,animal,noun.animal,do,agency,But why did animals and birds do this to him ?
stadler1971,rabbit,noun.animal,do,agency,"He did n't know whether rabbits did that , but he did know that this particular mother was intelligent ."
stadler1971,weasel,noun.animal,kill,agency,""" A weasel would 've killed it , "" he said ."
stadler1971,bird,noun.animal,say,agency,"After two drinks , the bird had said , in effect , no more ."
dick1993,sheep,noun.animal,contain,agency,11 The alleged sheep contained an oat - tropic circuit ; at the sight of such cereals it would scramble up convincingly and amble over .
dick1993,colt,noun.animal,change,agency,"Percheron colts just do n't change in hands at catalogue value , even ."
dick1993,owl,noun.animal,escape,agency,"At the time it had seemed almost funny , the fat , fluffy white birds lying here and there , in yards and on streets ; coming out no earlier than twilight as they had while alive the owls escaped notice ."
dick1993,owl,noun.animal,say,agency,"' But an owl , ' Eldon Rosen said , ' is the thing you want . '"
dick1993,cat,noun.animal,continue,both,The cat continued to wheeze .
dick1993,chickenhead,noun.animal,say,agency,"61 "" The chickenhead , ' Sloat said , ' brought it in . '"
dick1993,chickenhead,noun.animal,do,agency,"Isidore fumbled in his work smock pockets . 62 Sloat said , ' I want the chickenhead to do it . '"
dick1993,goat,noun.animal,regard,agency,"The goat , which had slid about during the transfer , regarded him with bright - eyed perspicacity , but made no sound ."
dick1993,Sheep,noun.animal,do,agency,"Sheep never do , not that I could detect ; whenever you look at them they 're looking back ."
dick1993,animal,noun.animal,believe,agency,What happens when you find - if you find an animal believed extinct ?
dick1993,fly,noun.animal,do,agency,""" Then I suggest our mixed assortment of artificial crawling and flying bugs of all types including - ' ' The flies will do , ' Iran said ."
smiley1991,dog,noun.animal,perform,agency,"Most remarkably , the three dogs would perform a kind of drill , walking , lying down , sitting up , lying down again , and rolling over in unison on command ."
smiley1991,parrot,noun.animal,learn,agency,"I said to Ty , "" From overhearing Cal training them , I suppose , this parrot had learned to give the commands , and when any of the dogs went into the living room , the parrot would start shouting orders , and the dogs would obey ."
smiley1991,animal,noun.animal,do,agency,"Admittedly she was only nineteen , and she could n't pinpoint exactly what he was doing that was weird , looking around all the time , gawking at everyone , but more than that , throwing his head around sort of the way an animal does when it is frightened or in pain ."
smiley1991,thistle,noun.plant,say,agency,"Thistles and tall native grasses ( "" Big bluestem , "" Jess would have said , "" switchgrass , Indian grass "" ) just about hid the rusting cyclone fence , grew all the way to the indistinct , crumbling edge ."
callenbach1977,jackrabbit,noun.animal,cause,agency,"They pointed out changes in the fields and forests we passed ; in a wooded stretch someone spotted a doe with two fawns , and later a jackrabbit caused great amusement ."
callenbach1977,livestock,noun.animal,suffer,experience,Has Ecotopian livestock or agricultural production suffered because of the conversion of so much land to forest ?
callenbach1977,seed,noun.plant,generate,agency,Whatever seeds of mutual understanding my series of reports may be generating would be killed .
callenbach1977,Lion,noun.animal,kill,agency,""" Lion killed a rabbit right under the platform , ” I said ."
jersild1988,dog,noun.animal,understand,both,Does the dog understand what he sees when he looks at me ?
jersild1988,dog,noun.animal,try,agency,"The dog tries to evade my glance , but I do n't relent : Nice paw !"
jersild1988,dog,noun.animal,see,experience,"If the dog sees something tasty , he produces so much gastric juice that the experiment he is involved in could 47 be jeopardized ."
jersild1988,dog,noun.animal,listen,agency,I notice that the dog is not listening .
jersild1988,dog,noun.animal,serve,agency,I imagine that the dog has served his time .
jersild1988,ape,noun.animal,say,agency,"- We must help each other to remember , says the ape ."
jersild1988,ape,noun.animal,say,agency,"- We will make an agreement , says the ape ."
jersild1988,pig,noun.animal,learn,agency,"But in some respects we were unique : pigs , guinea pigs , and rabbits can not learn sign language ."
jersild1988,rat,noun.animal,eat,agency,"We solve the problem by having the Hand , en route home , make a detour into the room next door , where it lets the rats eat up the pieces of paper ."
jersild1988,rat,noun.animal,eat,agency,And lets the rats eat it up .
jersild1988,creature,noun.animal,learn,agency,It looked more like a shipwreck than anything else - and the creatures of the sea had learned to avoid wrecks .
quinn1992,tiger,noun.animal,ask,agency,"the tiger asks itself hour after hour , day after day , year after year , as it treads its endless path behind the bars of its cage ."
quinn1992,tiger,noun.animal,do,agency,And of course this questioning is something that no tiger does in its normal habitat .
quinn1992,duck,noun.animal,say,agency,Do you know what a duck says ?
quinn1992,blob,noun.animal,do,agency,"Well , at this , the creature drew itself up indignantly — at least you tell > > | 54 | ISHMAEL > as well as a squishy blob can do — and replied that his people had no such fanciful tale ."
quinn1992,animal,noun.animal,kill,agency,"“ It should be noted , however , that animals will also kill in self - defense , or even when they merely feel threat- ened ."
quinn1992,bee,noun.animal,deny,both,"Our policy is to deny our competitors access to all the food in the world , and that 's something no other species does . ” “ Bees will deny you access to what 's inside their hive in the apple tree , but they wo n't deny you access to the apples ."
quinn1992,lion,noun.animal,kill,agency,"In the wild , the lion kills a gazelle and eats it ."
quinn1992,deer,noun.animal,eat,agency,The deer eats the grass that 's there .
quinn1992,lion,noun.animal,do,agency,"Most simply store it in their bodies , the way lions and deer and people do ."
quinn1992,hyena,noun.animal,do,agency,"Is that fair ? ” “ I thought it was the other way around — the lions make the kill and the hyenas do the harassing . ” “ Lions make their own kills , of course , but they 're perfectly content to appropriate someone else 's if they can ."
quinn1992,grass,noun.plant,mean,agency,"More grass for the game means more game , more game means more hyenas , more hyenas means ."
quinn1992,hyena,noun.plant,mean,agency,"More grass for the game means more game , more game means more hyenas , more hyenas means ."
quinn1992,Tree,noun.plant,destroy,both,"Though your groans fill the air , is n't it sweeter to live in our own hands than in the hands of the gods ? "" } } And when the gods heard all this , they saw that , of all the trees in the garden , only the Tree of the Knowledge of Good and Evil could destroy Adam ."
quinn1992,lion,noun.animal,do,agency,"We take what we need from the world and leave the rest alone , just as the lion and the deer do ."
quinn1992,lizard,noun.animal,do,agency,""" “ Sorry . ” “ Did Australopithecus become Homo by saying , ' We know good and evil as well as the gods , so there 's no need for us to live in their hands the way rabbits and lizards do ."
quinn1992,snail,noun.animal,manage,agency,"Does being civilized mean that you have to destroy the world ? ” "" No . "" “ Does being civilized make you incapable of giving the crea- tures around in which to live ? ” "" No . "" “ Does it make you incapable of living as harmlessly as sharks and tarantulas and rattlesnakes ? ” "" No . "" “ Does it make you incapable of following a law that even snails and earthworms manage to follow without any difficulty ? ” "" No . "" "" As I pointed out some time ago , human settlement is n't against the law , it 's subject to the law — and the same is true of civilization ."
hill1993,beast,noun.animal,exist,both,"Only two reported sightings of such a large animal , made with a few score of years between them , hardly is proof that such beasts exist ."
hill1993,monkey,noun.animal,eat,agency,There is a saying which tells us that what fruits monkeys eat can also be eaten by humans .
hill1993,kinkajou,noun.animal,add,agency,A kinkajou and a family of coatis added their voices .
hill1993,anaconda,noun.animal,leave,agency,All Paulo could do was hold on until the anaconda left .
hill1993,jaguar,noun.animal,know,agency,The mother jaguar obviously knew this swamp well .
hill1993,jaguar,noun.animal,kill,agency,"A jaguar might have killed it but it would have torn it apart , scattering pieces of shell in every direction , not leaving it lumped all in one spot ."
hill1993,monkey,noun.animal,eat,agency,"If those monkeys can eat these fruits , then I should be able to , he thought ."
hill1993,monkey,noun.animal,ask,agency,"the monkey asked with an- "" I will give you only one more chance ."
hill1993,animal,noun.animal,try,agency,"Standing fifteen or twenty feet away , the angry animals were trying to drive him from their dead sibling ."
hill1993,monkey,noun.animal,do,agency,"Then , the monkeys did a strange thing ."
hill1993,chicken,noun.animal,eat,agency,Besides the chickens eat them .
hill1993,crab,noun.animal,learn,agency,"Behold the wonders of the mighty deep , Where crabs and lobsters learn to creep , And little fishes learn to swim , And clumsy sailors tumble in ."
hill1993,fish,noun.animal,learn,agency,"Behold the wonders of the mighty deep , Where crabs and lobsters learn to creep , And little fishes learn to swim , And clumsy sailors tumble in ."
hill1993,cat,noun.animal,say,agency,""" My favorite cat , "" the old man said , as he weakly rubbed his fur ."
hill1993,predator,noun.animal,know,agency,"The great predator , not usually a coward , knew that with one bite he could crush forever this absurd bit of charging , yowling fur ."
straley1992,animal,noun.animal,try,agency,"I felt like I had a spider digging into my inner ear , and a fur - bearing animal trying to claw its way out of my stomach ."
straley1992,bear,noun.animal,eat,agency,"He picked up a gun and killed Louis , then left his body for the bears to eat ."
straley1992,animal,noun.animal,listen,agency,I talk to the air and the animals listen .
straley1992,bear,noun.animal,eat,agency,"Brown bears wo n't eat their human prey , it seems ; black bears do ."
straley1992,bear,noun.animal,do,agency,"Brown bears wo n't eat their human prey , it seems ; black bears do ."
straley1992,bear,noun.animal,eat,agency,Bears and humans eat the same kinds of food .
straley1992,horsefly,noun.animal,create,agency,"An occasional horsefly would create a small disturbance in the still air and the wind would stir the trees above us , mixing the shadows in a warm broth ."
straley1992,whale,noun.animal,leave,agency,The two whales left vapor clouds on the surface and I turned my back to them and walked into the wheelhouse .
atwood1972,frog,noun.animal,fail,both,I begin to think the frog has failed .
atwood1972,wolf,noun.animal,kill,agency,"Deer skeleton we found on the island , shreds of flesh on it still , he said the wolves had killed it in the winter because it was old , that was natural ."
atwood1972,animal,noun.animal,learn,agency,"Sight flowing ahead of me over the ground , eyes filtering the shapes , the names of things fading but their forms and uses remaining , the animals learned what to eat without nouns ."
atwood1972,eater,noun.animal,leave,agency,"Further in , the trees they did n't cut before the flood are marooned , broken and grey - white , tipped on their sides , their giant contorted roots bleached and skinless ; on the sodden trunks are colonies of plants , feeding on disintegration , laurel , sundew the insect - eater , its toenail - sized leaves sticky with red hairs ."
atwood1972,animal,noun.animal,do,agency,All animals with dens do that .
mueller1994,bird,noun.animal,kill,agency,Perhaps he does n't want any more birds killed for tourist trinkets .
jewett1896,pennyroyal,noun.plant,provide,agency,Among the grass grew such pennyroyal as the rest of the world could not provide .
jewett1896,chicken,noun.animal,do,agency,"There wa'n't no proper pasture for sheep after the June grass was past , and she ascertained the fact and could n't bear to see them suffer ; but the chickens done well ."
jewett1896,bird,noun.animal,do,agency,"I may have been prejudiced , but I wa'n't the only one thought the poor little bird done the best of the two ."
jewett1896,tree,noun.plant,act,agency,"Grown trees act that way sometimes , same 's folks ; then they 'll put right to it and strike their roots off into new ground and start all over again with real good courage ."
jewett1896,gull,noun.animal,agree,both,"I stood on deck , looking back , and watched the busy gulls agree and turn , and sway together down the long slopes of air , then separate hastily and plunge into the waves ."
amado1979,goat,noun.animal,learn,agency,That little goat will learn .
amado1979,bird,noun.animal,say,agency,"The comic bird said good morning , asked for her blessing , and winked at her ."
amado1979,shark,noun.animal,eat,agency,"He has only one arm , you know ; a shark ate the left one . ” "" Are there many sharks around here ? ” “ The sea 's full of them out there ."
amado1979,male,noun.animal,say,agency,"“ Whisky on the rocks for me , ” said the presumptive male ."
amado1979,shark,noun.animal,change,agency,"Not even the sharks in the angry sea , Carmô , not even they can change the fact that it 's all up with the crabs and the fishermen , all up with Mangue Seco ."
amado1979,cat,noun.animal,say,agency,"They owed her plenty , let the old cats say anything they liked ."
duncan1983,fish,noun.animal,kill,agency,The Fishing Derby Results : Ma - thirteen fish landed ; thirteen fish killed ; four fish lost once hooked ; largest fish seventeen pounds .
duncan1983,fish,noun.animal,kill,agency,H2O - three fish landed ; zero fish killed ; eight fish lost once hooked ; largest fish nine pounds .
duncan1983,fish,noun.animal,think,agency,It has been given to me to understand the way in which fish think ; it is therefore as easy for me to catch fish as it is for a skilled .
duncan1983,fish,noun.animal,think,agency,And anyone who thinks I brag in stating that I understand fish - thought is obviously ignorant of the way in which fish think .
duncan1983,cat,noun.animal,do,agency,"When I found myself wondering what a four - pound buck channel - cat might do to the residents of the Hawaiian - style aquarium owned by the debutante cheerleader who called me "" Fishface "" when I bumped into her in the hall , or how a col- ony of live crawdads might spice up that big , bland tossed salad at my Uncle Zeke 's wedding reception , or what reaction a school of squawfish might get from a convocation of derelicts waking from a night of DT 's beside the Skidmore Fountain , I loaded my trunk , drove off into the night , and found out ."
duncan1983,fish,noun.animal,maintain,agency,"A fish maintains its silent , orderly existence within the confines of its tank ."
duncan1983,trout,noun.animal,think,agency,"In my fished - out con- dition I found myself wondering what the trout must think of him , even imagined myself a fish on the bottom watching him hang like an icon in the fog overhead ."
duncan1983,animal,noun.animal,do,agency,""" What about this : Suppose I kill a trout on the Metolius while somebody kills a deer in Montana while somebody else runs over a mouse in Minnesota while 8,000 people in 8,000 places all over the world die all at once of 8,000 sudden causes while 8 million animals and 8 trillion bugs and 8 zillion tiny organisms with shadows all do the same , all in an instant , which is about what happens all the time , you 'll have to ad- mit ...."
duncan1983,fish,noun.animal,mean,agency,"But I 'd watched H2O at this for years , and I 'd seen that such sermons were suspect : for him and his friends more fish meant better flyfishing , better stories , prettier color glossies , a greater reading public , hence a greater income ."
duncan1983,fish,noun.animal,kill,agency,How many fish could a man kill without his killing becoming wanton ?
duncan1983,fish,noun.animal,understand,both,"She said the dam was new ; the fish could n't understand it ; they 'd been battling that torrent for weeks ; she said they 'd come 300 miles inland , surmounted Bonneville dam , climbed hundreds of rapids , leapt a dozen falls , but the ill - designed ladder leading to their birthplace and spawning grounds eluded them ."
duncan1983,male,noun.animal,obtain,agency,"The male must never obtain so much as a glimpse of her flanks , otherwise he will immediately become ... unchivalrous ."
duncan1983,hare,noun.animal,change,agency,There are many country people who believe hares change sexes every year .
duncan1983,dog,noun.animal,continue,both,The dog continued to glower but remained motionless as I crept to the couch .
duncan1983,dog,noun.animal,continue,both,The dog continued to glower but remained motionless as I crept to the couch .
duncan1983,mouse,noun.animal,say,agency,"What sort of mouse ? "" He leaned toward me and in hushed tones announced , "" A singing mouse ! "" "" In other words , a squeaking mouse , "" I said ."
duncan1983,graydigger,noun.animal,do,agency,"The singing mouse was all alone in the blue patch of light , sitting up on his back legs like a graydigger does , and singing his heart out ."
duncan1983,ant,noun.animal,learn,agency,"and if other ants learned to canoe , what would prevent one of them from learning the closely related science of angling ?"
duncan1983,ant,noun.animal,learn,agency,"and if one ant learned to angle , what would prevent it from teaching tens of thousands of other ants ?"
duncan1983,trout,noun.animal,believe,agency,"And there was a pain in its mouth which its Racial Memory identified as toothache , a malady the poor trout had believed itself immune to ."
duncan1983,trout,noun.animal,realize,agency,"Then the trout realized the anchor rope was fishing line , and that the ant had a hook ; adding one and one together , the trout got three : "" Holy Moses ! """
duncan1983,ant,noun.animal,learn,agency,"it thought , “ the ant already has learned how to angle ! "" I landed the last trout in U.S. Grant Creek - a feisty , confused - looking little scrapper less interested in escape than in snapping the pea - coated ant ."
duncan1983,dog,noun.animal,learn,agency,By a stroke of dumb luck this old dog learned a bagful of tricks from a young buck he bumped into Dutch 215 who just might be the finest fisherman this Great Northwest of ours has seen in many a decade .
duncan1983,lion,noun.animal,eat,agency,A sea lion ate our lunker right off the line !
duncan1983,fish,noun.animal,understand,both,Fish do n't understand science .
duncan1983,fish,noun.animal,see,experience,"When he knows there are salmon or steelhead in a hole and they just are n't biting , he walks up to the edge of the water where the fish can all see him , props up his pole , pulls out a little line , places his lure on the ground a few feet from the pole , lays his landing net beside it , then retires into the bushes ."
duncan1983,fish,noun.animal,enjoy,experience,That 's what fish really enjoy !
duncan1983,fish,noun.animal,enjoy,experience,How do you know what fish enjoy ?
duncan1983,fish,noun.animal,enjoy,experience,How do you know I do n't know what fish enjoy ?
duncan1983,fish,noun.animal,enjoy,experience,"On the other hand , you are not a fish , so you do not know what fish enjoy !"
duncan1983,fish,noun.animal,enjoy,experience,You asked me how I know what fish enjoy - so you already knew I knew when you asked the question !
duncan1983,fly,noun.animal,prove,both,"And sometimes , when the flies or rods proved true , the swappers would sneak back when I was n't home and leave more whatever - it - was we 'd swapped for ."
duncan1983,fish,noun.animal,do,agency,"These quiverings and jolts inside , they were not indescribable : they did to my head and heart what striking fish had always done to my hands as they held the rod ."
duncan1983,evergreen,noun.plant,join,agency,On the deer trail the evergreens joined over my head .
duncan1983,deer,noun.animal,see,experience,The deer and elk see him . . .
duncan1983,animal,noun.animal,see,experience,"The animals did not see the two sitting as friends sit , nor as brothers sit , nor as fathers sit with sons ."
duncan1983,animal,noun.animal,see,experience,"The animals saw one being sitting - not the spirit , not the boy ."
duncan1983,raven,noun.animal,see,experience,"It will look down and see the same curves you saw from Tamanawis Mountain - but now you know that the raven will see no word , no question , no order - because there is no need for word or question , because there is no disorder ."
duncan1983,raven,noun.animal,see,experience,"The raven will see the why as the river The Raven and the why 251 - wrote it as a simple , bending statement : the rivery intricacy from source to sea , the life and lives the water supports and contains , the infinity of facets it welds into one , all of this is not asked , but stated ."
duncan1983,pig,noun.animal,add,agency,""" Stupid pigs , "" added Arjuna , nodding toward a covey of acneed girls feeding by the barns ."
duncan1983,fish,noun.animal,see,experience,"I could n't get used to this : I know the fish could see me plainly , yet it swam at its unaltering pace along a close , parallel path ."
duncan1983,animal,noun.animal,do,agency,"I 'd already sensed that the chi- nook had come to trust me , and soon after I saw that so , it seemed , did the animals and birds ."
duncan1983,heron,noun.animal,say,agency,""" A scraggly ol' cowlick - headed goony - lookin ' long - legged fish - stab- bin ' heron , "" said Bill Bob ."
duncan1983,fish,noun.animal,eat,agency,"In the second place , the bottles might wash into rocks and break 290 AT THE END OF THE LINE and people might cut their feet on them ; stupid little fish might eat the shards ; seagulls might choke on the corks ."
duncan1983,fish,noun.animal,think,agency,"Because when the line is so fine and the equilibrium in the Fisher 's hand so great , it 's awfully easy for the trash fish of the human race to think and act as if the line of love were n't there , and to do stupid and nonsensical and terrible things to other people like put their birthdays in a vat and pick some of them to go kill other people ."
